STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C02076V03371,C02076V03371_label,age_group,C03788V04538,C03788V04538_label,nuts_3_region,value
VSA104C02,Age specific fertility rates,Age specific fertility rates,1981,1981,1981,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,161.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1981,1981,1981,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,93.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1981,1981,1981,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,26.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1981,1981,1981,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,2.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,20.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,110.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,185.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,156.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,91.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,24.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1982,1982,1982,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,2.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,18.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,102.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,172.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,146.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,84.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,25.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1983,1983,1983,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,18.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,95.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,163.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,138.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,78.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,21.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1984,1984,1984,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,87.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,158.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,138.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,75.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,21.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1985,1985,1985,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,83.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,154.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,139.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,73.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,21.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1986,1986,1986,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,75.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,147.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,132.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,68.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,19.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1987,1987,1987,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,15.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,69.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,141.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,125.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,63.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,17.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1988,1988,1988,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,14.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,64.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,134.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,122.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,62.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,17.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1989,1989,1989,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,63.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,137.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,126.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,63.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,15.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1990,1990,1990,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,17.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,64.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,131.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,124.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,63.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,15.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1991,1991,1991,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,1.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,58.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,123.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,122.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,61.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,14.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1992,1992,1992,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,53.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,116.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,121.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,58.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,14.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1993,1993,1993,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,15.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,50.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,112.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,119.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,58.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,12.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1994,1994,1994,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,15.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,50.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,106.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,123.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,60.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,13.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1995,1995,1995,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,52.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,105.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,127.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,63.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,11.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1996,1996,1996,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,17.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,50.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,106.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,131.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,66.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,13.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1997,1997,1997,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,19.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,52.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,103.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,131.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,69.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,13.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1998,1998,1998,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,20.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,51.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,99.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,129.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,68.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,12.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,1999,1999,1999,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,19.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,51.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,95.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,129.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,71.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,13.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2000,2000,2000,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,19.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,53.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,95.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,134.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,75.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,13.9
VSA104C02,Age specific fertility rates,Age specific fertility rates,2001,2001,2001,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,19.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,52.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,93.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,134.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,80.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,14.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2002,2002,2002,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,19.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,50.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,92.6
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,135.0
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,82.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,15.7
VSA104C02,Age specific fertility rates,Age specific fertility rates,2003,2003,2003,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,17.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,49.1
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,88.4
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,440,30 - 34 years,30 - 34 years,IE0,Ireland,Ireland,134.3
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,460,35 - 39 years,35 - 39 years,IE0,Ireland,Ireland,85.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,475,40 - 44 years,40 - 44 years,IE0,Ireland,Ireland,16.2
VSA104C02,Age specific fertility rates,Age specific fertility rates,2004,2004,2004,495,45 - 49 years,45 - 49 years,IE0,Ireland,Ireland,0.5
VSA104C02,Age specific fertility rates,Age specific fertility rates,2005,2005,2005,300,15 - 19 years,15 - 19 years,IE0,Ireland,Ireland,16.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2005,2005,2005,365,20 - 24 years,20 - 24 years,IE0,Ireland,Ireland,45.8
VSA104C02,Age specific fertility rates,Age specific fertility rates,2005,2005,2005,410,25 - 29 years,25 - 29 years,IE0,Ireland,Ireland,79.9
