STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C03171V03833,C03171V03833_label,area_of_residence,value
VSA38,Birth Rates,Birth Rates,2013,2013,2013,070,Louth,Louth,15.9
VSA38,Birth Rates,Birth Rates,2013,2013,2013,080,Meath,Meath,16.9
VSA38,Birth Rates,Birth Rates,2013,2013,2013,090,Offaly,Offaly,13.7
VSA38,Birth Rates,Birth Rates,2013,2013,2013,100,Westmeath,Westmeath,15.2
VSA38,Birth Rates,Birth Rates,2013,2013,2013,110,Wexford,Wexford,13.9
VSA38,Birth Rates,Birth Rates,2013,2013,2013,120,Wicklow,Wicklow,14.9
VSA38,Birth Rates,Birth Rates,2013,2013,2013,B,Munster,Munster,14.2
VSA38,Birth Rates,Birth Rates,2013,2013,2013,130,Clare,Clare,12.8
VSA38,Birth Rates,Birth Rates,2013,2013,2013,141,Cork City,Cork City,12.6
VSA38,Birth Rates,Birth Rates,2013,2013,2013,142,Cork County,Cork County,15.5
VSA38,Birth Rates,Birth Rates,2013,2013,2013,150,Kerry,Kerry,12.2
VSA38,Birth Rates,Birth Rates,2013,2013,2013,161,Limerick City,Limerick City,15.0
VSA38,Birth Rates,Birth Rates,2013,2013,2013,162,Limerick County,Limerick County,14.3
VSA38,Birth Rates,Birth Rates,2013,2013,2013,171,North Tipperary,North Tipperary,14.8
VSA38,Birth Rates,Birth Rates,2013,2013,2013,172,South Tipperary,South Tipperary,13.5
VSA38,Birth Rates,Birth Rates,2013,2013,2013,181,Waterford City,Waterford City,17.0
VSA38,Birth Rates,Birth Rates,2013,2013,2013,182,Waterford County,Waterford County,13.6
VSA38,Birth Rates,Birth Rates,2013,2013,2013,C,Connacht,Connacht,14.3
VSA38,Birth Rates,Birth Rates,2013,2013,2013,191,Galway City,Galway City,16.4
VSA38,Birth Rates,Birth Rates,2013,2013,2013,192,Galway County,Galway County,14.8
VSA38,Birth Rates,Birth Rates,2013,2013,2013,200,Leitrim,Leitrim,14.4
VSA38,Birth Rates,Birth Rates,2013,2013,2013,210,Mayo,Mayo,13.1
VSA38,Birth Rates,Birth Rates,2013,2013,2013,220,Roscommon,Roscommon,13.2
VSA38,Birth Rates,Birth Rates,2013,2013,2013,230,Sligo,Sligo,13.8
VSA38,Birth Rates,Birth Rates,2013,2013,2013,D,Ulster (part of),Ulster (part of),13.5
VSA38,Birth Rates,Birth Rates,2013,2013,2013,240,Cavan,Cavan,15.5
VSA38,Birth Rates,Birth Rates,2013,2013,2013,250,Donegal,Donegal,12.3
VSA38,Birth Rates,Birth Rates,2013,2013,2013,260,Monaghan,Monaghan,14.2
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE11,Border,Border,14.1
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE12,Midland,Midland,14.7
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE13,West,West,14.3
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE21,Dublin,Dublin,16.2
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE22,Mid-East,Mid-East,16.1
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE23,Mid-West,Mid-West,14.0
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE24,South-East,South-East,14.3
VSA38,Birth Rates,Birth Rates,2013,2013,2013,IE25,South-West,South-West,14.3
VSA38,Birth Rates,Birth Rates,2014,2014,2014,-,State,State,14.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,A,Leinster,Leinster,15.5
VSA38,Birth Rates,Birth Rates,2014,2014,2014,010,Carlow,Carlow,16.8
VSA38,Birth Rates,Birth Rates,2014,2014,2014,021,Dublin City,Dublin City,15.0
VSA38,Birth Rates,Birth Rates,2014,2014,2014,022,South Dublin,South Dublin,16.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,023,Fingal,Fingal,18.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,13.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,030,Kildare,Kildare,15.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,040,Kilkenny,Kilkenny,13.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,050,Laois,Laois,14.3
VSA38,Birth Rates,Birth Rates,2014,2014,2014,060,Longford,Longford,14.1
VSA38,Birth Rates,Birth Rates,2014,2014,2014,070,Louth,Louth,15.1
VSA38,Birth Rates,Birth Rates,2014,2014,2014,080,Meath,Meath,15.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,090,Offaly,Offaly,14.5
VSA38,Birth Rates,Birth Rates,2014,2014,2014,100,Westmeath,Westmeath,15.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,110,Wexford,Wexford,14.2
VSA38,Birth Rates,Birth Rates,2014,2014,2014,120,Wicklow,Wicklow,14.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,B,Munster,Munster,13.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,130,Clare,Clare,12.5
VSA38,Birth Rates,Birth Rates,2014,2014,2014,141,Cork City,Cork City,12.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,142,Cork County,Cork County,14.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,150,Kerry,Kerry,11.8
VSA38,Birth Rates,Birth Rates,2014,2014,2014,161,Limerick City,Limerick City,15.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,162,Limerick County,Limerick County,13.8
VSA38,Birth Rates,Birth Rates,2014,2014,2014,171,North Tipperary,North Tipperary,13.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,172,South Tipperary,South Tipperary,12.8
VSA38,Birth Rates,Birth Rates,2014,2014,2014,181,Waterford City,Waterford City,16.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,182,Waterford County,Waterford County,12.5
VSA38,Birth Rates,Birth Rates,2014,2014,2014,C,Connacht,Connacht,13.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,191,Galway City,Galway City,15.8
VSA38,Birth Rates,Birth Rates,2014,2014,2014,192,Galway County,Galway County,14.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,200,Leitrim,Leitrim,12.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,210,Mayo,Mayo,12.8
VSA38,Birth Rates,Birth Rates,2014,2014,2014,220,Roscommon,Roscommon,12.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,230,Sligo,Sligo,12.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,D,Ulster (part of),Ulster (part of),12.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,240,Cavan,Cavan,14.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,250,Donegal,Donegal,11.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,260,Monaghan,Monaghan,13.7
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE11,Border,Border,13.4
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE12,Midland,Midland,14.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE13,West,West,13.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE21,Dublin,Dublin,15.9
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE22,Mid-East,Mid-East,15.5
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE23,Mid-West,Mid-West,13.6
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE24,South-East,South-East,14.1
VSA38,Birth Rates,Birth Rates,2014,2014,2014,IE25,South-West,South-West,13.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,-,State,State,14.0
VSA38,Birth Rates,Birth Rates,2015,2015,2015,A,Leinster,Leinster,14.5
VSA38,Birth Rates,Birth Rates,2015,2015,2015,010,Carlow,Carlow,14.5
VSA38,Birth Rates,Birth Rates,2015,2015,2015,021,Dublin City,Dublin City,14.2
VSA38,Birth Rates,Birth Rates,2015,2015,2015,022,South Dublin,South Dublin,15.3
VSA38,Birth Rates,Birth Rates,2015,2015,2015,023,Fingal,Fingal,16.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,13.0
VSA38,Birth Rates,Birth Rates,2015,2015,2015,030,Kildare,Kildare,15.3
VSA38,Birth Rates,Birth Rates,2015,2015,2015,040,Kilkenny,Kilkenny,12.7
VSA38,Birth Rates,Birth Rates,2015,2015,2015,050,Laois,Laois,14.2
VSA38,Birth Rates,Birth Rates,2015,2015,2015,060,Longford,Longford,14.4
VSA38,Birth Rates,Birth Rates,2015,2015,2015,070,Louth,Louth,14.7
VSA38,Birth Rates,Birth Rates,2015,2015,2015,080,Meath,Meath,14.5
VSA38,Birth Rates,Birth Rates,2015,2015,2015,090,Offaly,Offaly,12.7
VSA38,Birth Rates,Birth Rates,2015,2015,2015,100,Westmeath,Westmeath,14.1
VSA38,Birth Rates,Birth Rates,2015,2015,2015,110,Wexford,Wexford,13.5
VSA38,Birth Rates,Birth Rates,2015,2015,2015,120,Wicklow,Wicklow,14.1
VSA38,Birth Rates,Birth Rates,2015,2015,2015,B,Munster,Munster,13.6
VSA38,Birth Rates,Birth Rates,2015,2015,2015,130,Clare,Clare,13.0
VSA38,Birth Rates,Birth Rates,2015,2015,2015,141,Cork City,Cork City,12.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,142,Cork County,Cork County,14.5
VSA38,Birth Rates,Birth Rates,2015,2015,2015,150,Kerry,Kerry,11.5
VSA38,Birth Rates,Birth Rates,2015,2015,2015,161,Limerick City,Limerick City,14.4
VSA38,Birth Rates,Birth Rates,2015,2015,2015,162,Limerick County,Limerick County,14.1
VSA38,Birth Rates,Birth Rates,2015,2015,2015,171,North Tipperary,North Tipperary,14.2
VSA38,Birth Rates,Birth Rates,2015,2015,2015,172,South Tipperary,South Tipperary,12.4
VSA38,Birth Rates,Birth Rates,2015,2015,2015,181,Waterford City,Waterford City,14.1
VSA38,Birth Rates,Birth Rates,2015,2015,2015,182,Waterford County,Waterford County,13.0
VSA38,Birth Rates,Birth Rates,2015,2015,2015,C,Connacht,Connacht,13.1
VSA38,Birth Rates,Birth Rates,2015,2015,2015,191,Galway City,Galway City,14.7
VSA38,Birth Rates,Birth Rates,2015,2015,2015,192,Galway County,Galway County,13.9
VSA38,Birth Rates,Birth Rates,2015,2015,2015,200,Leitrim,Leitrim,13.0
VSA38,Birth Rates,Birth Rates,2015,2015,2015,210,Mayo,Mayo,12.1
VSA38,Birth Rates,Birth Rates,2015,2015,2015,220,Roscommon,Roscommon,11.9
VSA38,Birth Rates,Birth Rates,2015,2015,2015,230,Sligo,Sligo,12.3
VSA38,Birth Rates,Birth Rates,2015,2015,2015,D,Ulster (part of),Ulster (part of),12.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,240,Cavan,Cavan,14.2
VSA38,Birth Rates,Birth Rates,2015,2015,2015,250,Donegal,Donegal,11.9
VSA38,Birth Rates,Birth Rates,2015,2015,2015,260,Monaghan,Monaghan,13.3
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE11,Border,Border,13.2
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE12,Midland,Midland,13.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE13,West,West,13.2
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE21,Dublin,Dublin,14.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE22,Mid-East,Mid-East,14.7
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE23,Mid-West,Mid-West,13.8
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE24,South-East,South-East,13.3
VSA38,Birth Rates,Birth Rates,2015,2015,2015,IE25,South-West,South-West,13.6
VSA38,Birth Rates,Birth Rates,2016,2016,2016,-,State,State,13.5
VSA38,Birth Rates,Birth Rates,2016,2016,2016,A,Leinster,Leinster,14.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,010,Carlow,Carlow,13.3
VSA38,Birth Rates,Birth Rates,2016,2016,2016,021,Dublin City,Dublin City,13.5
VSA38,Birth Rates,Birth Rates,2016,2016,2016,022,South Dublin,South Dublin,14.8
VSA38,Birth Rates,Birth Rates,2016,2016,2016,023,Fingal,Fingal,16.5
VSA38,Birth Rates,Birth Rates,2016,2016,2016,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,12.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,030,Kildare,Kildare,14.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,040,Kilkenny,Kilkenny,12.1
VSA38,Birth Rates,Birth Rates,2016,2016,2016,050,Laois,Laois,13.3
VSA38,Birth Rates,Birth Rates,2016,2016,2016,060,Longford,Longford,14.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,070,Louth,Louth,13.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,080,Meath,Meath,14.1
VSA38,Birth Rates,Birth Rates,2016,2016,2016,090,Offaly,Offaly,12.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,100,Westmeath,Westmeath,14.1
VSA38,Birth Rates,Birth Rates,2016,2016,2016,110,Wexford,Wexford,12.6
VSA38,Birth Rates,Birth Rates,2016,2016,2016,120,Wicklow,Wicklow,13.4
VSA38,Birth Rates,Birth Rates,2016,2016,2016,B,Munster,Munster,12.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,130,Clare,Clare,12.4
VSA38,Birth Rates,Birth Rates,2016,2016,2016,141,Cork City,Cork City,11.8
VSA38,Birth Rates,Birth Rates,2016,2016,2016,142,Cork County,Cork County,13.4
VSA38,Birth Rates,Birth Rates,2016,2016,2016,150,Kerry,Kerry,11.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,161,Limerick City,Limerick City,14.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,162,Limerick County,Limerick County,13.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,171,North Tipperary,North Tipperary,12.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,172,South Tipperary,South Tipperary,13.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,181,Waterford City,Waterford City,11.6
VSA38,Birth Rates,Birth Rates,2016,2016,2016,182,Waterford County,Waterford County,13.6
VSA38,Birth Rates,Birth Rates,2016,2016,2016,C,Connacht,Connacht,12.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,191,Galway City,Galway City,14.8
VSA38,Birth Rates,Birth Rates,2016,2016,2016,192,Galway County,Galway County,13.6
VSA38,Birth Rates,Birth Rates,2016,2016,2016,200,Leitrim,Leitrim,13.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,210,Mayo,Mayo,11.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,220,Roscommon,Roscommon,11.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,230,Sligo,Sligo,12.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,D,Ulster (part of),Ulster (part of),12.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,240,Cavan,Cavan,14.1
VSA38,Birth Rates,Birth Rates,2016,2016,2016,250,Donegal,Donegal,11.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,260,Monaghan,Monaghan,13.1
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE11,Border,Border,12.9
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE12,Midland,Midland,13.6
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE13,West,West,13.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE21,Dublin,Dublin,14.3
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE22,Mid-East,Mid-East,14.1
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE23,Mid-West,Mid-West,13.0
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE24,South-East,South-East,12.7
VSA38,Birth Rates,Birth Rates,2016,2016,2016,IE25,South-West,South-West,12.8
VSA38,Birth Rates,Birth Rates,2017,2017,2017,-,State,State,12.9
VSA38,Birth Rates,Birth Rates,2017,2017,2017,A,Leinster,Leinster,13.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,010,Carlow,Carlow,13.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,021,Dublin City,Dublin City,13.0
VSA38,Birth Rates,Birth Rates,2017,2017,2017,022,South Dublin,South Dublin,17.8
VSA38,Birth Rates,Birth Rates,2017,2017,2017,023,Fingal,Fingal,15.1
VSA38,Birth Rates,Birth Rates,2017,2017,2017,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,9.3
VSA38,Birth Rates,Birth Rates,2017,2017,2017,030,Kildare,Kildare,14.0
VSA38,Birth Rates,Birth Rates,2017,2017,2017,040,Kilkenny,Kilkenny,11.7
VSA38,Birth Rates,Birth Rates,2017,2017,2017,050,Laois,Laois,13.9
VSA38,Birth Rates,Birth Rates,2017,2017,2017,060,Longford,Longford,13.1
VSA38,Birth Rates,Birth Rates,2017,2017,2017,070,Louth,Louth,13.3
VSA38,Birth Rates,Birth Rates,2017,2017,2017,080,Meath,Meath,13.6
VSA38,Birth Rates,Birth Rates,2017,2017,2017,090,Offaly,Offaly,12.7
VSA38,Birth Rates,Birth Rates,2017,2017,2017,100,Westmeath,Westmeath,14.2
VSA38,Birth Rates,Birth Rates,2017,2017,2017,110,Wexford,Wexford,12.6
VSA38,Birth Rates,Birth Rates,2017,2017,2017,120,Wicklow,Wicklow,12.8
VSA38,Birth Rates,Birth Rates,2017,2017,2017,B,Munster,Munster,12.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,130,Clare,Clare,11.9
VSA38,Birth Rates,Birth Rates,2017,2017,2017,141,Cork City,Cork City,11.1
VSA38,Birth Rates,Birth Rates,2017,2017,2017,142,Cork County,Cork County,13.0
VSA38,Birth Rates,Birth Rates,2017,2017,2017,150,Kerry,Kerry,11.2
VSA38,Birth Rates,Birth Rates,2017,2017,2017,161,Limerick City,Limerick City,13.5
VSA38,Birth Rates,Birth Rates,2017,2017,2017,162,Limerick County,Limerick County,13.0
VSA38,Birth Rates,Birth Rates,2017,2017,2017,171,North Tipperary,North Tipperary,12.7
VSA38,Birth Rates,Birth Rates,2017,2017,2017,172,South Tipperary,South Tipperary,12.2
VSA38,Birth Rates,Birth Rates,2017,2017,2017,181,Waterford City,Waterford City,11.8
VSA38,Birth Rates,Birth Rates,2017,2017,2017,182,Waterford County,Waterford County,12.2
VSA38,Birth Rates,Birth Rates,2017,2017,2017,C,Connacht,Connacht,12.2
VSA38,Birth Rates,Birth Rates,2017,2017,2017,191,Galway City,Galway City,12.1
VSA38,Birth Rates,Birth Rates,2017,2017,2017,192,Galway County,Galway County,13.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,200,Leitrim,Leitrim,12.3
VSA38,Birth Rates,Birth Rates,2017,2017,2017,210,Mayo,Mayo,11.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,220,Roscommon,Roscommon,11.7
VSA38,Birth Rates,Birth Rates,2017,2017,2017,230,Sligo,Sligo,11.3
VSA38,Birth Rates,Birth Rates,2017,2017,2017,D,Ulster (part of),Ulster (part of),12.2
VSA38,Birth Rates,Birth Rates,2017,2017,2017,240,Cavan,Cavan,13.7
VSA38,Birth Rates,Birth Rates,2017,2017,2017,250,Donegal,Donegal,11.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,260,Monaghan,Monaghan,12.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE11,Border,Border,12.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE12,Midland,Midland,13.6
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE13,West,West,12.4
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE21,Dublin,Dublin,13.5
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE22,Mid-East,Mid-East,13.5
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE23,Mid-West,Mid-West,12.7
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE24,South-East,South-East,12.3
VSA38,Birth Rates,Birth Rates,2017,2017,2017,IE25,South-West,South-West,12.3
VSA38,Birth Rates,Birth Rates,2018,2018,2018,-,State,State,12.6
VSA38,Birth Rates,Birth Rates,2018,2018,2018,A,Leinster,Leinster,12.9
VSA38,Birth Rates,Birth Rates,2018,2018,2018,010,Carlow,Carlow,14.3
VSA38,Birth Rates,Birth Rates,2018,2018,2018,021,Dublin City,Dublin City,12.5
VSA38,Birth Rates,Birth Rates,2018,2018,2018,022,South Dublin,South Dublin,13.9
VSA38,Birth Rates,Birth Rates,2018,2018,2018,023,Fingal,Fingal,14.9
VSA38,Birth Rates,Birth Rates,2018,2018,2018,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,11.4
VSA38,Birth Rates,Birth Rates,2018,2018,2018,030,Kildare,Kildare,13.3
VSA38,Birth Rates,Birth Rates,2018,2018,2018,040,Kilkenny,Kilkenny,11.1
VSA38,Birth Rates,Birth Rates,2018,2018,2018,050,Laois,Laois,12.1
VSA38,Birth Rates,Birth Rates,2018,2018,2018,060,Longford,Longford,13.2
VSA38,Birth Rates,Birth Rates,2018,2018,2018,070,Louth,Louth,12.9
VSA38,Birth Rates,Birth Rates,2018,2018,2018,080,Meath,Meath,13.0
VSA38,Birth Rates,Birth Rates,2018,2018,2018,090,Offaly,Offaly,11.8
VSA38,Birth Rates,Birth Rates,2018,2018,2018,100,Westmeath,Westmeath,13.4
VSA38,Birth Rates,Birth Rates,2018,2018,2018,110,Wexford,Wexford,11.8
VSA38,Birth Rates,Birth Rates,2018,2018,2018,120,Wicklow,Wicklow,11.5
VSA38,Birth Rates,Birth Rates,2018,2018,2018,B,Munster,Munster,12.3
VSA38,Birth Rates,Birth Rates,2018,2018,2018,130,Clare,Clare,11.4
VSA38,Birth Rates,Birth Rates,2018,2018,2018,141,Cork City,Cork City,10.8
VSA38,Birth Rates,Birth Rates,2018,2018,2018,142,Cork County,Cork County,12.9
VSA38,Birth Rates,Birth Rates,2018,2018,2018,150,Kerry,Kerry,11.0
VSA38,Birth Rates,Birth Rates,2018,2018,2018,161,Limerick City,Limerick City,13.6
VSA38,Birth Rates,Birth Rates,2018,2018,2018,162,Limerick County,Limerick County,12.5
VSA38,Birth Rates,Birth Rates,2018,2018,2018,170,Tipperary,Tipperary,12.7
